,曲名,歌詞
0,24karats STAY GOLD,"Here we come back!更に眩しく光り 研ぎ澄まされて shiningIt's like bling-bling twinkling-ring褪せること無く stay gold遠くからでも見つけられる様に煌めき渡る keep runningWe're like freakin dreamin kids永遠に輝く 24karatsギラギラしたこの世界で紛れてしまわないでホンモノはひとつだけその手に掴み取れCome on we are gonna ride outFellas 手上げたらHello we're gonna say out loud「もっと上へ!」桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggersheeyy FROM JSB TO EX世代超えて受け継いでくスタイル何言われても崩さない 声が届く限りsurviveWe only deal with real dealbunch of haters は相手シナイ100%濁り無い純金更に上によそ見ナシで Follow meウケツガレテ行く意志echo echo 響かせたいCome on we are gonna ride outFellas 準備できたらHello we're gonna say out loud「もっと光れ!」桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggers決してあの輝き失った訳じゃないさらに力を増し飛ぶSo Highいくぞ覚悟決め時を越えてFuture条件はフェアプレイこの流派(24) 24燃やすEveryday Every night(24) 24karats リアル　Don't Lie(24) 24/7途切れることない誇り高き集まった魂ここから始まる新たなストーリー引き寄せられることこそがDestiny巨大なこの力生み出したマトリックス超絶な激震いただくぜトロフィー24 24 溶けるぐらいに24 24 Still 目がBurnin'左胸に当てた固い拳誇り高き燃え上がる魂桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggersAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands up羽広げ、飛び立つ鳥　誰より今光り輝く時All the people get ur hands upGet ur hands up, get ur hands up, get ur hands up純度100% これが24 24 24karats　Yeah!!!All the people get ur hands upGet ur hands up, get ur hands up, get ur hands up世代超えても残して行きたい spiritsAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands upfrom EX to the audienceさらにいこうオーディエンスからオーディエンスAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands up"
0,24karats STAY GOLD feat. 三代目 J Soul Brothers,"Here we come back!更に眩しく光り　研ぎ澄まされて shiningIt's like bling-bling twinkling-ring褪せること無く stay gold遠くからでも見つけられる様に煌めき渡る keep runningWe're like freakin dreamin kids永遠に輝く 24karatsギラギラしたこの世界で紛れてしまわないでホンモノはひとつだけその手に掴み取れCome on we are gonna ride outFellas 手上げたらHello we're gonna say out loud「もっと上へ!」桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggersheeyy FROM JSB TO EX世代超えて受け継いでくスタイル何言われても崩さない　声が届く限りsurviveWe only deal with real dealbunch of haters は相手シナイ100%濁り無い純金更に上によそ見ナシでFollow meウケツガレテ行く意志echo echo 響かせたいCome on we are gonna ride outFellas 準備出来たらHello we're gonna say out loud「もっと光れ!」桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggersHere we comes 参上・三代目新しい光を抱いてOn your mark, get set, and go!挑んで掴んだ dream今はまだ　見参したばかり new facesきっとたどりつく our places真の力 to get over 手に入れたい共にひとつの地図を描いて打ち壊し続ける概念ウケツガレテ行く永遠Far beyond the generationsCome on we are gonna ride outFellas 準備出来たらHello we're gonna say out loud「もっと前へ!」(go ahead!!)桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggers決してあの輝き失った訳じゃないさらに力を増し飛ぶSo Highいくぞ覚悟決め時を越えてFuture条件はフェアプレイこの流派(24) 24燃やすEveryday Every night(24) 24karats リアル　Don't Lie(24) 24/7途切れることない誇り高き集まった魂ここから始まる新たなストーリー引き寄せられることこそがDestiny巨大なこの力生み出したマトリックス超絶な激震いただくぜトロフィー24 24 溶けるぐらいに24 24 Still 目が Burnin'左胸に当てた固い拳誇り高き燃え上がる魂桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggers桁外れの混じり気ないゴールドWe ain't stoppin at allもう既に光り出した 24karats唯一無二の計り知れないゴールドWe ain't stoppin at all常に胸に掲げる gold diggersAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands up羽広げ、飛び立つ鳥　誰より今光り輝く時All the people get ur hands upGet ur hands up, get ur hands up, get ur hands upさらけ出す New faces 今始まるSTORYAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands up世代超えても残して行きたい spiritsAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands upfrom EX to the audienceさらにいこうオーディエンスからオーディエンスAll the people get ur hands upGet ur hands up, get ur hands up, get ur hands up"
0,24karats feat.J Soul Brothers and DOBERMAN INC,"BOUNCE 次のSTEP STEP STEPへ さめないこのSOULで (E to da X)BOUNCE 行くぜ ダンダンダンダン マジでヘビ～なGOLD (J.S.B.)BOUNCE 次のSTEP STEP STEPへ 無限にある可能性 (D.I)BOUNCE 行くぜ ダンダンダンダン さらに光を増してく (24karats)NA～眩しいくらい派手に目立とう揺れろバッ BOUNCEその首を振らそうオウッ～見ろこの計画を世界の端から端まで照らそうまぁ落とせブレイカーでも消えない絶対 100ボルト二乗の輝きだからSTEP STEP踏みフレッ フレッシュにお前にも見える光は!E to the X to the I L E ただひとつの輝きそう誰にも真似できないスタイル混じり気ない Only one失くしちゃいけないものを (OOPS!)手にしたら You can make it rightいつも胸にある Where we come fromいつまでも色あせない勲章 追い求めてく本物Do it baby You can do it, go!If you feel it 一緒に進もう止まらないこのEVOLUTION着いてこれるやつだけCome with us[CHORUS]Turn the page now 一歩前へMove on to 新しい場所へ磨き続けて向かうは次のステージFree your mind now 思うままにRelease yourself その輝き増し目指すは 比類無き24karatsJ TO THE SOUL TO THE BROTHERS ボーダー越えていくBROTHERSBOUNCE! このフォーメーション誰が欠けても成立し得ないSHOW TIMEWE JUST MAKE YOU FREAKOUT! スピーカーから直接BEAT UP!BOUNCE! このニューフェイス ON THE NEW GAME 築いてくは可能性受け継いだDNA昇華して次のジェネレーションへ魅せてくぜ本物 永遠に光る LIKE IT'S 24KARATSの輝き[CHORUS]Turn the page now 一歩前へMove on to 新しい場所へ磨き続けて向かうは次のステージFree your mind now 思うままにRelease yourself その輝き増し目指すは 比類無き24karats羽広げ飛び立つ鳥誰より今光り輝く時24/7 夜空に浮かぶ1等星24karats 特大サイズの宝石くさったり くすんだり すたったりは純度100% そう簡単には24/7 夜空に浮かぶ1等星24karats 特大サイズの宝石意地でも拘る特にKINGフロアROCKするならD.INC止まってもしょうがない行くぜ前進今だ 上目指すぜD.INC100%すべて完壁にうまく行くLIFEそんな話はストリートじゃ滅多にないプロブレムからプロブレムクリアしていくドーベルのプログラム今で満足じゃ現状維持Next level 目指すためGet busy行く先々じゃ無数のTRAPでも太いドラムのミュージックとこのコラボがありゃすべて無視Yeah turn the page nowためらわず向かう次のステージYeah turn the page now前へ前へ一歩前へGO![CHORUS]Turn the page now 一歩前へMove on to 新しい場所へ磨き続けて向かうは次のステージFree your mind now 思うままにRelease yourself その輝き増し目指すは 比類無き24karats[CHORUS]Turn the page now 一歩前へMove on to 新しい場所へ磨き続けて向かうは次のステージFree your mind now 思うままにRelease yourself その輝き増し目指すは 比類無き24karatsParty people get your hands upE to da X J.S.B. Do to da IAll the ladys get your hands upこれが純金ミュージック手を上げろ 来いよ 上がったもん勝ちAll the guys get your hands upお前らが主役 こっからダイブ It's show timeParty people get your hands up俺達からオーディエンス さらにいこうオーディエンスからオーディエンスParty people get your hands up"
0,Together,きっとShinin' days　どこまでも君と歩いていけたらいつの日か　そう、かならずたどり着けるから抱きしめてするKissだとか交わすコトバが足りないそんなこともこれからあるのかもしれないけれど素顔でそばにいて支えあえたら　いつしか君なしではいれないぼくがそこにいるよきっとShinin' days　どこまでも君と歩いていけたらNow and forever　このすべてで守り続けるさ守り続けるさほんの小さなすれ違いわかりあえない…ほんとに?そんな時は自分から近づいてみるのさただそれだけで　気づいたり許せたりする、嘘じゃないキミとぼくの間もおなじなんだと思うきっとShinin' days　そう強く信じ続けていけたらNot so far away　どんな時も越えていけるから越えていけるから…どうにもならないことで泣いたりする日もあるYes!　でも二人でいればきっとShinin' days　雨上がり空を見上げる瞳にNot so far away　届きそうな虹が架かるからきっとShinin' days　どこまでもキミと歩いていけたらいつの日か　そう、必ずたどり着けるからたどり着けるから
0,today...,あの日に　伝えた言葉　君には届かなくていつもどおり　暮らしてたよ　その現実に目をつぶって君には愛する人がいること　分かってたけど今さら君の　胸の中を　知るなんて…いつも二人は　すれ違う愛し合ってる　はずなのに大切だからまた僕の全てが変わってしまいそうで“勝手に好きでいるから　いいでしょ?”　そうつぶやいて否定できる　わけもなくて　また僕らは　ひかれ合ったこのまま生きていくことに　不満があるわけじゃないただ君の唇を　君の全てを　忘れられたら…傷ついたまま　手をつなぐ僕らはどこへ　行くのだろう誰も知らない遠いあの場所へと行けたらいいのに…いつも二人は　すれ違う愛し合ってる　はずなのに大切だからまた僕の全てが変わってしまいそうで傷ついたまま　手をつなぐ僕らはどこへ　行くのだろう誰も知らない遠いあの場所へと行けたらいいのに…
0,遠く遠く,遠く遠く離れていても僕のことがわかるように力いっぱい　輝ける日をこの街で迎えたい外苑の桜は咲き乱れこの頃になるといつでも新幹線のホームに舞った見えない花吹雪思い出すまるで七五三の時のよにぎこちないスーツ姿も今ではわりと似合うんだネクタイも上手く選べる同窓会の案内状欠席に丸をつけた「元気かどうかしんぱいです。」と手紙をくれるみんなに遠く遠く離れていても僕のことがわかるように力いっぱい 輝ける日をこの街で迎えたいいつでも帰ってくればいいと真夜中の公衆電話で言われたとき 笑顔になって今までやってこれたよどんなに高いタワーからも見えない僕のふるさと失くしちゃだめなことをいつでも胸に抱きしめているから遠く遠く離れた街で元気に暮らせているんだ大事なのは“変わってくこと”“変わらずにいること”同窓会の案内状欠席に丸をつけただれよりも今はみんなの顔見たい気持ちでいるけど遠く遠く離れていても僕のことがわかるように力いっぱい 輝ける日をこの街で迎えたい僕の夢をかなえる場所はこの街と決めたから
0,時の描片～トキノカケラ～,涙で途切れた隙間　微笑みで埋めながら陽は沈みまた昇る　ページを捲るように名もない路の彼方に「答えなんてあるのかな?」歩き続けるone way road　繋いだ時の描片(かけら)を雨上がりのshinin' day　あてもなく歩こう磨り減ったシューズは　地図も知らない　明日(あす)への道標破り捨てた写真のように　思い出は消せないから悩んだり　傷ついたりしても　笑い飛ばしてしまおう!涙で途切れた隙間　微笑みで埋めながら陽は沈みまた昇る　ページを捲るように名もない路の彼方に「答えなんてあるのかな?」歩き続けるone way road　繋いだ時の描片(かけら)を雲を流す風が　明日(あす)を運んでくる頬をつたう雫も　いつの日にか　小さな花になる明け方の空を枕に　夢を語り続けよう不器用な生き方でもいいさ　好きになれるよ　alright !道端に咲く花を　そよぐ風が揺らしてる季節がまた巡り来る　気付けばすぐ傍に乾いた空の彼方へ「この声は届くかな?」答えなんか要らない　それでも描く未来図涙で途切れた隙間　微笑みで埋めながら陽は沈みまた昇る　ページを捲るように名もない路の彼方に「答えなんてあるのかな?」歩き続けるone way road それでも I will be alright !道端に咲く花を　そよぐ風が揺らしてる季節がまた巡り来る　気付けばすぐ傍に乾いた空の彼方へ「この声は届くかな?」答えなんか要らない　踏みしめる時の描片(かけら)を
0,Dream Catcher,どこまでも続いてるよ夢へとつながる道…自分を信じて走りだそうAH…迷い続けてた日々何をすればいいのか、ずっとため息ばかりそう…理想ばかり抱いては閉じ込めてばかりいる一歩踏み出す勇気を涙や汗にムダなんてないから想い続ける自分を信じてどこまでも続いてるよ夢へとつながる道苦しみや痛みさえ生きている証だからいつまでも進んでいくよ終わりなんてないのさ叶えていく 心に決めて 未来へ…もう立ち止まりたくないのに邪魔する壁だらけで思いどおりにならないOH…忘れがちになっていた背中を押してくれる 仲間がいるということとまどいや不安も感じてしまうけど決して僕らは一人じゃない無限大の空見上げ 本気で立ち向かうよ辛いこともあるけど きっと強くなれるさ思い描く物語 色鮮やかに輝く忘れないで 見続けていたい いつまでも…どこまでも続いてるよ夢へとつながる道苦しみや痛みさえ生きている証だからいつまでも進んでいくよ終わりなんてないのさ叶えていく 心に決めて 未来へ…
0,New Jack Swing,"New jack swing New jack swingあの頃の F L A V E R を New jack swingNew jack swing New jack swingHey baby swing itOh baby twist itYo baby bring itNow baby taste it　見せて(You give me dip dip drop drop New jack swing)リズムに揺れる(Who R U ?)姿はまるで(Who R U ?)理想に描くSexy girl, Oh my god(I wanna know who R U ?)ひときわ目立つ(Who R U ?)そのStep and Bodyline(Who R U ?)このまま見てるだけなんて男がすたるまず初めは　Feel the same　触れる度に　Crazy for you君をもっと知りたいよ　What your name?(e.x.i.l.e, exile)Hey baby swing it　絡み合わせてみてOh baby twist it　その角度のままでYo baby bring it　すべてをさらけ出してNow baby taste it　見せて(You give me dip dip drop drop New jack swing)あの日の君と(I wanna do)まるで違う(I wanna do)Sexy girl　二人だけの夜は(What I wanna do)無邪気な笑顔とアンバランスなBodyline(Wanna do)このまま見てるだけで君にのめり込むこの時間よ止まれ　Tonight　感じるほど　Crazy for you何度もこの腕でHold you tight(e.x.i.l.e, exile)Hey baby swing it　絡み合わせてみてOh baby twist it　その角度のままでYo baby bring it　すべてをさらけ出してNow baby taste it　見せて(You give me dip dip drop drop New jack swing)YO so fine Baby hey swing it Oh tell me whyYou are so sexy You are prettyYou are new jack baby!!Hey baby swing it　絡み合わせてみてOh baby twist it　その角度のままでYo baby bring it　すべてをさらけ出してNow baby taste it　見せて(You give me dip dip drop drop New jack swing)New jack swing New jack swingあの頃の F L A V E R を New jack swingNew jack swing New jack swingWe still like it New jack swingYo baby twist itNow baby taste it　見せて(You give me dip dip drop drop New jack swing)"
0,NEW HORIZON,静かな夜明けに感じる期待はまるで新しい始まりの予感信じられないほどの美しい景色奇跡は挑戦者に与えられた賛美僕らの中のSTORYに存在してる自分はいつだってあきらめない自信を失ったあの日だって…君を想う気持ちが今振り回されない強さになってこの未来を少しずつでも突き動かすよその先に見える世界はきっとまだ広がっているんだ目指す先は　遥か彼方New Horizon今ここにあなたがいる事を深く感じてみるほどその奇跡を感じるだってそれはただの偶然なんかじゃなくて想いが重なりあった瞬間のエナジー宇宙の奥のその先に存在してる善と悪聖なる力は今誰に宿る？！始まる party time！！！答えだけを探すよりも一つだけ何か変えてみせる愛と夢があればきっと前に進めるだろう幸せのその先にこの手で作り出せる世界がある今始まる　見た事ないAmazing World寒い夜に感じた暖かいぬくもりの様に wow地平線から昇る朝日… yeah僕らの中のSTORYに存在してる自分はいつだってあきらめない自信を失ったあの日だって…君を想う気持ちが今振り回されない強さになってこの未来を少しずつでも突き動かすよその先に見える世界はきっとまだ広がっているんた答えだけを探すよりも一つだけ何か変えてみせる愛と夢があればきっと前に進めるだろう幸せのその先にこの手で作り出せる世界がある今始まる　見た事ないAmazing World目指す先は　遥か彼方New Horizon
0,願い,今日までの日々を振り返っても過去の栄光にすぎなくてそれでも“今”は過去の結晶すべて力となり光放つ手遅れになる前に愛し合える命を生み出そう心から願う強くありたい傷付いて立ち上がり生き抜いてくそんな強さをかけがえのないモノを守るために…今まで僕らはどれほどのモノを奪い続けてきたのだろうこの想いをカタチにして新しい想造(いしき)を生み出そういつまでも願う誰もが優しくこの空を大地を子供たちを理由なんてなくただ無条件に愛せることなにかが泣いてるもう一度愛を取り戻そう…心から願う強くありたい傷付いて立ち上がり生き抜いてくそんな強さをかけがえのないモノを守るために…いつまでも願う誰もが優しくこの空を大地を子供たちを理由なんてなくただ無条件に愛せること
0,NEVER LOSE,いまこの瞬間を逃したら、なにもかもがムダになると...足がすくむような出来事は、たぶん、何度でもあるんだつまずき、傷ついて、くちびるを噛みながらあきらめず挑み続け、この場所にいるぼくらはいつでも変わらずNever give up! up! up!負けたくないんだ情熱は限界さえ break up! up! up!不可能を可能にする奇跡を見て来たから、We'll never loseそうさ、もっと遠くまで例えば「信じればかなう」とか、いまは強く言える、けれどあの頃ぼくらもその声を絵空事(えそらごと)だと思ったすべてがうまくゆく、なんてあり得ないんだなによりも大事なのは、途切れぬ思いぼくらはいつでもゆずらずNever give up! up! up!負けられないんだひたむきなその姿を look at! at! at!ぼくらが見つめてるから、立ち止まらないでいてWe'll never loseそうさ、きっとつかめるよまわり道してもかまわないんだ、かなえばいいそのすべてが君の物語になる君はぼくらの夢...見届けたいんだ、その日までぼくらはこのまま変わらずNever give up! up! up!負けられないんだ幾千の瞳がいま look up! up! up!ぼくらを見つめてるから、その標(しるし)に なるためWe'll never loseそうさ、ずっと待ってるよ
0,No Other Man feat. NaNa,Anything u doどんなたわいない事でも　そう何時でもU make me crazy　教えてよ　Can u be my lady?No other man can love u　これ以上遠回りはできない　だから今すぐにWon't u come 2 me何をしてても手につかないeverydayもし気づかれても　It's just okayBut don't u go away絵に描いたように so sick無防備に　See that I'm fallin wit' u何も目に入らない　君以外Oh why am I feelin' like this??これまでとは違う　そう思い持て余すBut I can't help myself thinkin' of u息継ぎすらできないほどにAnything u doどんなたわいない事でも　そう何時でもU make me crazy　教えてよ　Can u be my lady?No other man can love u　これ以上遠回りはできない　だから今すぐにWon't u come 2 me手を伸ばせば届きそうなeveryday目を離せないから視線飛ばしてスピード増して　変わらなかった距離縮めてくAnd let me take uそう駆け引きはもういらない　そう　だけどOh why am I feelin' like this??気づいてしまった思い　言えそうで言えないBut I can't help myself thinkin' of u高鳴る鼓動隠せないほどにAnything u doどんなたわいない事でも　そう何時でもU make me crazy　教えてよ　Can u be my lady?No other man can love u　これ以上遠回りはできない　だから今すぐにWon't u come 2 me動き出す季節につぶやくI need u girl織り成す気持ちを胸にOh I never n' ever felt like this before素直になれたなら　伝えられたらAnything u doどんなたわいない事でも　そう何時でもU make me crazy　教えてよ　Can u be my lady?No other man can love u　これ以上遠回りはできない　だから今すぐにWon't u come 2 meOh baby no other man can love u more…
0,nobody else,なにもかもが裏目に出るツイてない日にはいいたいことの一つも言えなくなる憂鬱ないものねだりかな?弱気になる声にその程度なの?とキミが笑った…なにもないぼくだけどそれでいいのかな?なのに　you say meNobody elseあなたしかいないなにもかもがうまくいきかけている日にはなぜかいつも寂しげな顔しているねはしゃぎ過ぎながら強気になる声にらしくもないよ、とキミが泣いていた…気まぐれなキミの瞳(め)につい不安になるけれど　you say meNobody elseそれだけ信じてしらずしらず心はなにか失くすからいまキミが感じてるぼくを伝えてよキミの笑顔が、キミの涙が、何気ないひとことが、ぼくを変えてゆくだから　I say youNobody elseきみしかみえないなにもないぼくだけど生まれ変わるからずっと　please say meNobody else君の僕になる
0,No Limit,Singing loudどんなに遠く　届かなくても近い未来に　そこにいるそんなイメージ自分が決めた限界なら何度通り過ぎた？もう無理だと　感じる度に次元を超えてくSinging loudSinging loud時空の間が　ヒビ割れるくらい叫んでやれand because this is the world we madepromise I won't let it fall awayこの旅路の果てへNow I can fly　行けるまでgonna try (gonna try)here to fight (here to fight)no matter how far you are I'll stayこの身体　消えるまで…won't let you downI won't let you downどこへだって　行けるはずだろうただそれを強く信じられるかがkey祈るだけじゃ　きっと何も変えられないから祈る想いカタチにして空にかざせSinging loudSinging loudエゴと自我の　その狭間を切り裂いてやれand because this is the world we madepromise I won't let it fall awayこの旅路の果てへNow I can fly　行けるまでgonna try (gonna try)here to fight (here to fight)no matter how far you are I'll stayこの身体　消えるまで…何かに忠実である前に自分自身の限界(リミット)に挑戦者である事をこの胸に刻む…and because this is the world we madepromise I won't let it fall awayこの旅路の果てへNow I can fly　行けるまでgonna try (gonna try)here to fight (here to fight)no matter how far you are I'll stayこの身体　消えるまで…won't let you downI won't let you downwon't let you downI won't let you down
0,Happy Birthday,"今日という日は　素直な気持ちで　君だけに伝えよう照れくさくて言えない言葉も　今日だけは今だけは気の利いた事は言えないけど　心からHappy Birthday to you君だけに　特別な今日だからHappy Birthday to you, present for you.君だけに届けよう　この歌をほら　そっと瞳閉じてみれば思い出が映り出す投げやりになって泣き崩れて　今だから笑えるね一つ大人になった君に　今　送るからHappy Birthday to you君だけの　果てなく続くこのストーリーHappy Birthday to you, present for you.いつまでも　変わらない君でいてにぎやかな街の中で　今　君は何をしてるこの声が枯れても僕は叫び続けるHappy Birthday to you君だけに　特別な今日だからHappy Birthday to you, present for you.君だけに届けようHappy Birthday to you君だけの　果てなく続くこのストーリーHappy Birthday to you, present for you.いつまでも　変わらない君でいて"
0,羽1/2,なつかしい　空眺めて君の事想い出していたよ顔さえ　見れない二人は心たしかめ合う僕だけをずっと見ててくれた　それすら見失って　自分勝手だった僕は…「いつも変わらない」　そう言って君と指切りをしたけど離れてから　君の事を守れずにずっと逃げてばかりの僕に好きになる資格があるの?　教えて…公園のベンチに置いた二人だけの秘密の落書き時代(とき)が過ぎ　今でも行く度あの頃想い出す誰にでも云えない過去がある　君ならそんな過去も笑い飛ばしてくれるから…。あの街に戻りたい　帰りたいまだ君には逢いづらい胸張って戻れるその日まで　待っててよもう泣かせたりはしないからいつか　君に作った唄を詩うよ!!泣いたら　笑ってよ気まぐれな君が好き!必ず　その心　迎えにゆくよあの街へ忘れた　大切な僕の大切な人今すぐかけつけたい抱きしめたい　君だけをこれからも迷った時にはどうか　僕に優しさをそっと……。　照らして……。
0,HAVANA LOVE,"眩しいハイトーンカラーシャツ纏いながら感じる Beautiful Summer胸踊る期待しかないHigh season青空の Perfect day遠くに行きたい気分Baby follow me争いのエモーションたまにはオフモードWe gon' party　始めようI got ya, Let's goOh HAVANA NA NA NA LOVEHAVANA NA NA NA LOVEHAVANA NA NA NA LOVE都会から抜け出そうHAVANA NA NA NA LOVEHAVANA NA NA NA LOVEこれ以上何もいらない(Oh yeah my Diva)鳥が羽ばたく空を見上げた横顔に思わず見惚れた心も灼けるようなFeels like hot summer(Oh my Diva)ただリズムにカラダを揺らした後悔なく今を抱きしめたい2人でどこまでも楽しめそう惹かれていく Under the sunサウンドと感動が緩い昼下がりにトロけてくようなParadiseあともう数センチ近づけたい関係必要ないブレーキLet me love you more時間が進むとまた高まるムードロマンスは止まらないI got ya, Let's goOh HAVANA NA NA NA LOVEHAVANA NA NA NA LOVEHAVANA NA NA NA LOVE都会から抜け出そうHAVANA NA NA NA LOVEHAVANA NA NA NA LOVEこれ以上何もいらない(Oh yeah my Diva)鳥が羽ばたく空を見上げた横顔に思わず見惚れた心も灼けるようなFeels like hot summer(Oh my Diva)ただリズムにカラダを揺らした後悔なく今を抱きしめたい2人でどこまでも楽しめそう惹かれていく Under the sun頬を掠めた風が喜び教えてくれたノスタルジックな誘い余計な予定はいらないありのまま身を任せて暑くてもうとっくに干からびそうでも夜通しAll night long　楽しもうすっかり溶けてる小指サイズのICEでカクテルも水みたいさ味もしないモヒート飛び回るモスキートそれさえもビビットすべてが無礼講なSceneOh HAVANA NA NA NA LOVEHAVANA NA NA NA LOVEHAVANA NA NA NA LOVE都会から抜け出そうHAVANA NA NA NA LOVEHAVANA NA NA NA LOVEこれ以上何もいらない(Oh yeah my Diva)鳥が羽ばたく空を見上げた横顔に思わず見惚れた心も灼けるようなFeels like hot summer(Oh my Diva)ただリズムにカラダを揺らした後悔なく今を抱きしめたい2人でどこまでも楽しめそう惹かれていく Under the sun"
0,HEART of GOLD,どれくらいの　愛があれば枯れた花は　よみがえるの瞳閉じて　風の詩を聴く色のない冷たい　遠い記憶悲しくて涙を流し心閉ざし続けていたから柔らかな人の温もりさえ忘れてしまった金色の雨降り注ぎ　乾いた心溶かせ永遠の前の静かな一秒愛という名のもと　きっとめぐりあえる生まれたままの　たいせつな　Heart of Goldどれくらいの　時がたてばこの大地に　花は咲くの奪い合って　憎しみあう一人よがりの　汚れた夢正しいと誤魔化し続けいつも誰かのせいにして血まみれの両手を掲げ子供を抱きしめる金色の星降り注ぎ　地図にない道を示す永遠の海に　今船を出すよ伝えたい想いがある忘れないこの時を愛をもう一度　取り戻そう　Heart of Gold気づかずに　誰かを傷つけ迷い込んだ夜は振り向けば　足跡さえ残さないまま　消えていった金色の時降り注ぎ　悲しみの過去を消す手をつなぎ合って　幸せを待つよ隠さないこの気持ち抱きしめたい君のこと素直な気持ち　愛を告げる　Heart of Gold赤い花が咲いた
0,Heat Beats,結果(こたえ)を恐れて　指をくわえてないか?見てるだけじゃなにひとつ　変えられやしないさFeel it!　ほしいものと　似合うものは確かに違うこともあるけれどできるだけのことをやり尽くしたの?弱気な胸に問いかけたなら　世界がまわりはじめるこんな自分のまま終わりたくない!こみあげてくる　胸の鼓動がいま抑えきれないくらい熱くなる理屈じゃない　その想いがぼくを変えていくから出来るわけがないよ、届くわけがないよなにもしないうちから　決めつけてやしないか?ものわかりさえよくなることが　オトナになることならあきれられてもあきらめないよ!こみあげてくる　胸の鼓動がいま抑えきれないくらい熱くなる冗談じゃないよ　ぼくの未来さこの手で描いていく誰かの声に　ふりまわされても悔やみきれないほどに悔やむから冗談じゃないよ　ぼくの未来さこれだけはゆずれないこみあげてくる　胸の鼓動がいま抑えきれないくらい熱くなる理屈じゃない　その想いがぼくを変えていくから
0,VIOLATION,"ジョウシキ、だとかタテマエ、だとか縛りばかり多いけどそれですべてが流れてるならいまの世の中矛盾だらけさ時にはうまくすりぬけ時には破り捨ててもかまわない覚悟がなきゃそう　何もできないBreakin' rules, soそんなヤツラはざらにいるだろ?すました顔してながらその裏で嗤ってるBreak a rule, why?そんな目をして見たりするなよイヤなら好きにすりゃいい降りてくれ　一人きりでもやるモラルの意味は背いた時にわかる罪のあの味さ胸に手をあて考えてみな汚れてないといいきれるのか?誰もが嘘の―つや二つはついてきたはずそれで何かを手にしたそう　それが事実だBreakin' rules, butけれど世界はまわり続ける正直に生きるのならありふれて消えるだけBreakin' rules, soこれが現実 逆らえない周りをよく見てみろよわかるだろ　キレイゴトだけじゃない!限られた時間の中でやり遂げたい少しでも…遠くへとたどり着きたいだけたとえどこかでつまずいて終わるとしてもかまわない行ける場所までゆくだけきっと何かがあるRule ruleどうでもいいのさ　気になどしない本当に　できるかどうか?そんなことわからないBreak a rule, why?そんな目をして見たりするなよイヤなら好きにすりゃいい降りてくれ　一人きりでもやるBreakin' rules, butけれど世界はまわり続ける正直に生きるのならありふれて消えるだけBreakin' rules, soこれが現実　逆らえない周りをよく見てみろよキレイゴトだけじゃない!"
